Date,Channel,Campaign Name,Campaign Type,Region,Device,Impressions,Clicks,Conversions,Cost,Revenue
2025-07-14,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Desktop,2307,26,1,65.48,137.62
2025-10-02,LinkedIn,LinkedIn - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1222,11,0,56.28,0.0
2025-11-12,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Mobile,904,11,0,11.62,0.0
2025-02-01,Facebook,Facebook - Lead Generation - Eu,Lead Generation,Europe,Mobile,2513,22,0,41.84,0.0
2025-04-17,Email,Email - Lead Generation - Eu,Lead Generation,Europe,Desktop,1054,34,0,-26.15,0.0
2025-11-19,YouTube,YouTube - Conversion - As,Conversion,Asia Pacific,Desktop,975,4,0,4.37,0.0
2025-08-01,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Desktop,2279,25,0,51.75,0.0
2025-12-07,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Tablet,2255,63,1,114.23,173.1
2025-04-21,Facebook,Facebook - Conversion - As,Conversion,Asia Pacific,Mobile,2269,29,0,26.83,0.0
2025-03-15,YouTube,YouTube - Retargeting - No,Retargeting,North America,Mobile,1012,5,0,-8.7,0.0
2025-02-16,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,2047,35,0,52.19,0.0
2025-01-22,Instagram,Instagram - Brand Awareness - No,Brand Awareness,North America,Desktop,1041,10,0,15.4,0.0
2025-08-18,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Desktop,646,7,0,9.36,0.0
2025-11-06,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Desktop,936,14,0,36.1,0.0
2025-01-29,LinkedIn,LinkedIn - Conversion - As,Conversion,Asia Pacific,Mobile,989,6,0,26.64,0.0
2025-10-07,LinkedIn,LinkedIn - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,916,9,0,33.2,0.0
2025-07-16,Email,Email - Conversion - Eu,Conversion,Europe,Mobile,1192,36,0,-9.81,0.0
2025-09-08,YouTube,YouTube - Conversion - LA,Conversion,LATAM,Mobile,627,3,0,3.66,0.0
2025-09-14,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Desktop,1466,53,1,134.23,189.26
2025-06-05,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Mobile,1850,33,0,31.59,0.0
2025-03-02,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Desktop,754,13,0,29.42,0.0
2025-08-23,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,866,6,0,4.89,0.0
2025-07-17,Instagram,Instagram - Conversion - As,Conversion,Asia Pacific,Mobile,1334,15,0,20.6,0.0
2025-01-10,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Mobile,1208,18,0,15.02,0.0
2025-10-14,YouTube,YouTube - Brand Awareness - No,Brand Awareness,North America,Mobile,1022,4,0,5.05,0.0
2025-12-05,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Tablet,1509,25,0,19.65,0.0
2026-01-01,Google Ads,Google Ads - Conversion - No,Conversion,North America,Desktop,1515,20,0,36.13,0.0
2025-05-28,LinkedIn,LinkedIn - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,1014,5,0,18.68,0.0
2025-09-04,Instagram,Instagram - Retargeting - No,Retargeting,North America,Desktop,1009,13,0,4.19,0.0
2025-07-12,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Tablet,1068,8,0,31.58,0.0
2025-02-18,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Tablet,2055,42,0,73.58,0.0
2025-02-02,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2078,54,1,61.5,193.04
2025-08-13,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1902,31,0,21.03,0.0
2025-02-19,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Mobile,1613,51,1,102.74,116.83
2025-08-27,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Desktop,2859,83,1,69.14,171.15
2025-04-20,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,1272,23,0,33.72,0.0
2025-11-02,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Mobile,1061,11,0,13.3,0.0
2025-07-16,LinkedIn,LinkedIn - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1209,7,0,25.18,0.0
2025-09-04,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Mobile,1462,21,1,22.82,131.07
2025-07-11,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Desktop,1528,17,0,23.78,0.0
2025-05-11,YouTube,YouTube - Lead Generation - No,Lead Generation,North America,Mobile,531,3,0,1.08,0.0
2025-02-23,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Mobile,944,11,0,14.91,0.0
2025-07-10,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Mobile,1405,32,0,82.85,0.0
2025-03-05,Instagram,Instagram - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,877,12,0,21.66,0.0
2025-04-15,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Mobile,2372,81,4,54.3,635.67
2025-08-14,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1831,38,0,34.69,0.0
2025-08-12,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1005,8,0,6.33,0.0
2025-08-03,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Tablet,910,5,0,21.37,0.0
2025-03-06,LinkedIn,LinkedIn - Lead Generation - Eu,Lead Generation,Europe,Desktop,861,5,0,25.56,0.0
2025-03-19,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,2347,33,1,38.65,141.75
2025-02-26,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Tablet,2715,66,2,104.95,336.15
2025-06-12,Google Ads,Google Ads - Retargeting - Eu,Retargeting,Europe,Tablet,1945,65,3,117.63,569.36
2025-06-17,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,831,8,0,10.12,0.0
2025-04-19,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Mobile,870,8,0,7.9,0.0
2025-01-19,LinkedIn,LinkedIn - Retargeting - LA,Retargeting,LATAM,Desktop,936,6,0,27.65,0.0
2025-04-03,Email,Email - Retargeting - Eu,Retargeting,Europe,Mobile,949,29,1,-8.25,142.68
2025-12-06,Instagram,Instagram - Brand Awareness - No,Brand Awareness,North America,Mobile,766,8,0,9.72,0.0
2025-09-30,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Mobile,1174,17,0,36.73,0.0
2025-12-25,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Desktop,2157,43,2,80.24,219.2
2025-07-11,Instagram,Instagram - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1212,16,0,26.88,0.0
2025-08-18,Instagram,Instagram - Retargeting - LA,Retargeting,LATAM,Mobile,949,13,0,16.67,0.0
2025-01-25,Instagram,Instagram - Conversion - No,Conversion,North America,Tablet,1220,14,0,21.09,0.0
2025-01-22,Email,Email - Conversion - LA,Conversion,LATAM,Desktop,657,15,0,-1.65,0.0
2025-11-28,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Mobile,2053,53,1,127.16,80.94
2025-04-09,Instagram,Instagram - Lead Generation - LA,Lead Generation,LATAM,Desktop,954,10,0,11.51,0.0
2025-01-14,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Desktop,2042,21,1,40.76,161.73
2025-04-05,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Mobile,1371,28,0,65.83,0.0
2025-11-30,YouTube,YouTube - Conversion - No,Conversion,North America,Desktop,734,3,0,1.28,0.0
2025-10-27,LinkedIn,LinkedIn - Lead Generation - Eu,Lead Generation,Europe,Mobile,523,4,0,19.58,0.0
2025-08-22,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,3110,30,0,33.78,0.0
2025-07-09,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Desktop,733,20,0,42.78,0.0
2025-05-11,Instagram,Instagram - Brand Awareness - No,Brand Awareness,North America,Tablet,958,13,0,9.91,0.0
2025-08-05,LinkedIn,LinkedIn - Retargeting - Eu,Retargeting,Europe,Mobile,1334,9,0,53.51,0.0
2025-08-13,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1864,37,0,77.89,0.0
2025-03-01,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Mobile,1486,23,0,45.27,0.0
2025-09-03,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1589,19,0,41.48,0.0
2025-07-30,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,2822,52,1,49.02,102.53
2025-12-31,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Desktop,2688,53,1,82.4,104.73
2025-12-07,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Tablet,1751,36,0,75.43,0.0
2025-05-20,Email,Email - Retargeting - Eu,Retargeting,Europe,Mobile,889,24,1,-6.03,231.12
2025-04-20,Instagram,Instagram - Conversion - No,Conversion,North America,Tablet,1415,17,0,22.64,0.0
2025-10-25,Email,Email - Conversion - Eu,Conversion,Europe,Mobile,862,24,0,0.7,0.0
2025-07-12,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1971,55,0,170.76,0.0
2025-12-31,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Mobile,958,8,0,12.56,0.0
2025-05-19,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2278,68,1,70.95,132.83
2025-01-11,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Desktop,1141,12,0,20.44,0.0
2025-06-21,Google Ads,Google Ads - Lead Generation - No,Lead Generation,North America,Mobile,2307,61,1,106.49,155.12
2025-08-30,LinkedIn,LinkedIn - Conversion - Eu,Conversion,Europe,Mobile,1030,9,0,38.96,0.0
2025-10-17,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Mobile,1028,11,0,20.03,0.0
2025-04-03,LinkedIn,LinkedIn - Conversion - LA,Conversion,LATAM,Mobile,986,9,0,44.83,0.0
2025-11-25,YouTube,YouTube - Conversion - As,Conversion,Asia Pacific,Desktop,599,1,0,0.65,0.0
2025-08-04,Facebook,Facebook - Conversion - As,Conversion,Asia Pacific,Desktop,1826,39,0,81.57,0.0
2025-05-18,Instagram,Instagram - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,893,11,0,17.85,0.0
2025-12-21,Instagram,Instagram - Retargeting - No,Retargeting,North America,Mobile,556,5,0,2.07,0.0
2025-06-05,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,717,7,0,5.63,0.0
2025-06-04,Email,Email - Retargeting - No,Retargeting,North America,Desktop,1328,30,1,7.78,92.44
2025-10-08,Google Ads,Google Ads - Conversion - No,Conversion,North America,Desktop,1697,48,0,103.59,0.0
2025-04-19,Instagram,Instagram - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,1403,17,0,25.26,0.0
2025-11-16,LinkedIn,LinkedIn - Retargeting - LA,Retargeting,LATAM,Desktop,1088,8,0,36.91,0.0
2025-10-23,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,2335,69,1,102.35,161.85
2025-06-19,Instagram,Instagram - Lead Generation - LA,Lead Generation,LATAM,Desktop,1508,15,0,25.37,0.0
2025-04-09,Instagram,Instagram - Conversion - No,Conversion,North America,Mobile,722,9,0,12.3,0.0
2025-10-30,Google Ads,Google Ads - Conversion - No,Conversion,North America,Tablet,1494,39,1,57.19,131.26
2025-05-01,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Mobile,2097,44,0,128.7,0.0
2025-06-12,LinkedIn,LinkedIn - Conversion - LA,Conversion,LATAM,Desktop,405,1,0,3.08,0.0
2025-01-23,YouTube,YouTube - Retargeting - No,Retargeting,North America,Desktop,1510,9,0,4.8,0.0
2025-09-26,LinkedIn,LinkedIn - Retargeting - Eu,Retargeting,Europe,Mobile,930,5,0,21.37,0.0
2025-10-26,LinkedIn,LinkedIn - Brand Awareness - LA,Brand Awareness,LATAM,Tablet,989,6,0,26.41,0.0
2025-12-23,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,2568,47,1,75.22,170.14
2025-04-15,Email,Email - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,929,26,0,10.87,0.0
2025-08-16,Email,Email - Conversion - No,Conversion,North America,Desktop,844,35,0,4.35,0.0
2025-02-07,Instagram,Instagram - Retargeting - No,Retargeting,North America,Mobile,775,6,0,9.88,0.0
2025-08-25,Facebook,Facebook - Conversion - As,Conversion,Asia Pacific,Mobile,1842,24,0,21.66,0.0
2025-12-15,LinkedIn,LinkedIn - Conversion - Eu,Conversion,Europe,Tablet,690,2,0,10.88,0.0
2025-04-24,YouTube,YouTube - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,942,3,0,1.81,0.0
2025-11-01,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Desktop,1110,28,1,36.93,152.24
2025-09-21,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Desktop,1774,46,2,86.21,328.67
2025-01-21,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1382,13,0,16.54,0.0
2025-01-14,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1392,33,0,84.7,0.0
2025-12-08,Google Ads,Google Ads - Lead Generation - No,Lead Generation,North America,Desktop,1088,28,0,60.92,0.0
2025-04-04,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Mobile,1220,11,0,15.38,0.0
2025-03-02,YouTube,YouTube - Conversion - As,Conversion,Asia Pacific,Desktop,857,2,0,1.91,0.0
2025-12-27,LinkedIn,LinkedIn - Retargeting - Eu,Retargeting,Europe,Mobile,1272,10,0,50.63,0.0
2025-07-04,LinkedIn,LinkedIn - Retargeting - No,Retargeting,North America,Desktop,397,3,0,15.09,0.0
2025-02-20,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,2926,51,1,7.9,141.83
2025-04-06,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,1590,29,1,59.86,125.28
2025-03-29,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Mobile,1948,73,1,146.05,125.15
2025-01-14,Email,Email - Brand Awareness - No,Brand Awareness,North America,Desktop,1113,36,0,-6.39,0.0
2025-01-20,YouTube,YouTube - Lead Generation - No,Lead Generation,North America,Mobile,609,3,0,2.18,0.0
2026-01-03,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Desktop,1981,49,0,135.06,0.0
2025-03-17,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Desktop,1037,14,0,14.61,0.0
2025-12-16,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Desktop,897,9,0,11.82,0.0
2025-12-22,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Desktop,1402,16,0,10.22,0.0
2025-10-09,Facebook,Facebook - Conversion - No,Conversion,North America,Mobile,446,5,0,7.89,0.0
2025-01-10,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Tablet,2812,44,1,89.28,111.39
2025-06-03,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Mobile,1037,14,0,15.11,0.0
2025-12-04,YouTube,YouTube - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,776,4,0,3.66,0.0
2025-09-30,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Mobile,3095,63,1,103.02,152.41
2025-08-04,LinkedIn,LinkedIn - Retargeting - LA,Retargeting,LATAM,Desktop,1411,10,0,43.62,0.0
2025-04-09,Email,Email - Retargeting - LA,Retargeting,LATAM,Mobile,1320,49,2,-2.96,299.6
2025-03-02,LinkedIn,LinkedIn - Lead Generation - No,Lead Generation,North America,Desktop,1509,9,0,40.78,0.0
2025-08-14,Facebook,Facebook - Lead Generation - No,Lead Generation,North America,Mobile,2754,46,0,99.71,0.0
2025-05-03,YouTube,YouTube - Retargeting - As,Retargeting,Asia Pacific,Mobile,1642,7,0,10.24,0.0
2025-10-22,Google Ads,Google Ads - Conversion - No,Conversion,North America,Desktop,2162,41,0,84.49,0.0
2025-04-01,Instagram,Instagram - Conversion - No,Conversion,North America,Mobile,443,6,0,6.1,0.0
2025-10-26,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Desktop,1734,37,1,72.11,167.24
2025-08-02,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Desktop,2294,73,1,96.11,204.81
2025-11-27,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,2019,49,0,91.77,0.0
2025-01-29,LinkedIn,LinkedIn - Conversion - As,Conversion,Asia Pacific,Mobile,1292,9,0,39.1,0.0
2025-08-29,LinkedIn,LinkedIn - Retargeting - Eu,Retargeting,Europe,Desktop,1085,9,0,35.63,0.0
2025-10-31,Instagram,Instagram - Conversion - No,Conversion,North America,Desktop,735,10,0,14.5,0.0
2025-01-18,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Mobile,1569,44,1,98.28,158.51
2025-05-25,LinkedIn,LinkedIn - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,688,7,0,37.32,0.0
2025-11-24,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Desktop,1296,22,0,59.05,0.0
2025-10-21,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Mobile,990,24,0,65.02,0.0
2025-06-24,Instagram,Instagram - Retargeting - LA,Retargeting,LATAM,Mobile,1363,23,1,19.59,179.39
2025-01-11,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Desktop,1956,39,0,89.55,0.0
2025-04-02,Facebook,Facebook - Conversion - No,Conversion,North America,Desktop,1789,29,0,35.86,0.0
2025-11-02,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Mobile,2046,32,0,60.59,0.0
2025-03-10,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Mobile,2675,50,1,92.24,109.03
2025-07-20,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1859,24,0,36.1,0.0
2025-11-06,Facebook,Facebook - Conversion - No,Conversion,North America,Mobile,2221,30,0,46.96,0.0
2025-04-29,YouTube,YouTube - Retargeting - As,Retargeting,Asia Pacific,Mobile,662,2,0,2.65,0.0
2025-09-13,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,3119,81,1,220.49,150.68
2025-08-18,Facebook,Facebook - Lead Generation - No,Lead Generation,North America,Desktop,2427,39,0,43.99,0.0
2025-08-05,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Tablet,701,19,0,39.23,0.0
2025-05-31,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,2275,35,0,42.48,0.0
2025-02-01,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Mobile,1052,22,1,45.73,156.44
2025-05-11,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Tablet,1134,17,0,20.17,0.0
2025-04-02,LinkedIn,LinkedIn - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1185,11,0,46.6,0.0
2025-06-14,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Mobile,1988,50,0,73.23,0.0
2025-11-21,Instagram,Instagram - Retargeting - No,Retargeting,North America,Desktop,671,7,0,8.35,0.0
2025-11-22,LinkedIn,LinkedIn - Lead Generation - Eu,Lead Generation,Europe,Mobile,1266,14,0,59.23,0.0
2025-05-30,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,1677,23,0,36.71,0.0
2025-06-27,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Mobile,2194,70,4,173.63,619.99
2025-03-17,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Desktop,1910,54,0,99.61,0.0
2025-06-07,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Desktop,1569,20,0,38.47,0.0
2025-03-09,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Mobile,2127,58,1,174.44,178.24
2025-07-12,LinkedIn,LinkedIn - Lead Generation - LA,Lead Generation,LATAM,Desktop,374,3,0,14.72,0.0
2025-01-27,Instagram,Instagram - Retargeting - LA,Retargeting,LATAM,Mobile,1045,12,0,13.04,0.0
2025-01-18,Facebook,Facebook - Retargeting - No,Retargeting,North America,Desktop,1317,15,0,23.5,0.0
2025-06-07,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,1207,16,0,15.89,0.0
2025-09-16,Google Ads,Google Ads - Conversion - No,Conversion,North America,Mobile,1923,38,1,82.02,137.23
2025-04-03,Facebook,Facebook - Conversion - No,Conversion,North America,Mobile,2687,33,0,62.69,0.0
2025-11-26,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Mobile,1592,33,0,68.28,0.0
2025-09-20,Instagram,Instagram - Conversion - No,Conversion,North America,Mobile,1015,14,0,12.85,0.0
2025-06-19,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Desktop,1190,22,0,49.85,0.0
2025-03-06,LinkedIn,LinkedIn - Lead Generation - No,Lead Generation,North America,Mobile,841,6,0,24.95,0.0
2025-12-13,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Mobile,516,6,0,11.47,0.0
2025-09-18,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Desktop,2358,31,1,21.27,125.4
2025-08-07,Instagram,Instagram - Lead Generation - LA,Lead Generation,LATAM,Desktop,840,8,0,8.9,0.0
2025-05-26,YouTube,YouTube - Conversion - No,Conversion,North America,Mobile,1336,6,0,0.55,0.0
2025-07-10,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Desktop,1964,51,2,100.83,336.68
2025-10-10,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Desktop,968,13,0,24.56,0.0
2025-04-27,Facebook,Facebook - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,2935,52,0,47.97,0.0
2025-04-23,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Mobile,1115,25,0,55.56,0.0
2025-02-02,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Mobile,2730,72,1,141.95,108.87
2025-09-06,Instagram,Instagram - Retargeting - No,Retargeting,North America,Desktop,714,7,0,1.83,0.0
2025-05-28,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Mobile,1923,49,0,72.75,0.0
2025-07-02,Instagram,Instagram - Retargeting - No,Retargeting,North America,Desktop,1464,13,0,23.25,0.0
2025-11-16,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Mobile,2007,36,0,73.9,0.0
2025-04-18,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Tablet,1041,7,0,38.71,0.0
2025-05-29,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Desktop,543,6,0,9.18,0.0
2025-08-24,Instagram,Instagram - Retargeting - No,Retargeting,North America,Desktop,621,7,0,8.39,0.0
2025-01-28,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Desktop,2231,46,2,118.95,361.24
